feature,importance
emb_329,0.0012192817
emb_364,0.0012150886
emb_91,0.0012122624
emb_230,0.0012121947
dem_mar_WIDOWED,0.0012121684
emb_77,0.0012099957
emb_53,0.0012091892
emb_280,0.0012087034
emb_85,0.0012043804
labs7d_potassium_min,0.0012005528
emb_326,0.0011947968
emb_353,0.0011901783
emb_278,0.0011898015
emb_256,0.0011882847
emb_209,0.0011865337
emb_140,0.0011853719
emb_168,0.0011837758
emb_7,0.0011830815
emb_57,0.001179193
emb_226,0.0011774852
emb_188,0.0011759461
emb_64,0.0011746844
emb_72,0.0011746222
emb_174,0.0011735939
emb_373,0.0011710257
emb_147,0.0011691705
emb_356,0.0011680939
emb_169,0.0011667438
emb_324,0.0011655617
emb_160,0.0011655381
emb_250,0.0011635812
emb_3,0.0011623495
emb_31,0.0011582742
emb_316,0.001155952
emb_75,0.001155811
emb_62,0.0011507
emb_150,0.0011497537
emb_96,0.0011470993
emb_25,0.0011457502
emb_378,0.0011455327
emb_259,0.0011413695
emb_68,0.0011412067
emb_258,0.0011410685
emb_99,0.0011394529
emb_102,0.0011393725
emb_272,0.0011370286
emb_279,0.0011370165
emb_89,0.0011369182
labs7d_albumin_count,0.0011335567
emb_338,0.0011334401
labs7d_wbc_max,0.0011331786
emb_277,0.0011304072
emb_134,0.0011294502
emb_8,0.0011287029
emb_51,0.0011284427
emb_39,0.0011276804
emb_110,0.0011267607
emb_162,0.0011266586
emb_153,0.0011265562
emb_115,0.0011228524
emb_61,0.0011228196
emb_308,0.0011176635
emb_19,0.0011174615
emb_17,0.0011163851
labs7d_creatinine_mean,0.001116109
emb_379,0.001115626
emb_11,0.0011152726
emb_343,0.001110204
emb_242,0.0011090061
emb_56,0.0011046849
emb_300,0.0011037941
labs7d_bicarbonate_std,0.0011022671
emb_78,0.0010998071
emb_120,0.0010980312
emb_266,0.0010959379
emb_311,0.0010936455
emb_233,0.0010928492
emb_376,0.0010924044
dem_race_OTHER,0.0010914638
emb_6,0.0010882405
labs7d_hgb_min,0.001086547
emb_345,0.0010832234
emb_196,0.0010825642
emb_261,0.0010824408
emb_41,0.0010756219
emb_49,0.0010750704
emb_313,0.0010744702
labs7d_bicarbonate_max,0.0010740496
emb_221,0.0010728599
dem_mar_MARRIED,0.0010721533
emb_32,0.0010699499
emb_122,0.0010676313
emb_179,0.0010658375
emb_203,0.0010648572
emb_211,0.0010647435
emb_238,0.0010644136
emb_23,0.0010622684
emb_335,0.0010610132
emb_192,0.0010600818
emb_328,0.001057914
emb_1,0.0010573489
emb_351,0.0010564023
emb_79,0.001055871
emb_382,0.0010557435
emb_359,0.0010557377
emb_283,0.0010548938
emb_249,0.001054831
emb_132,0.001054297
emb_263,0.0010534595
emb_195,0.0010522985
emb_176,0.0010505752
emb_135,0.001049924
emb_40,0.0010479409
emb_95,0.0010449991
emb_105,0.0010441095
emb_21,0.0010425838
emb_287,0.0010382172
emb_377,0.001036185
emb_349,0.0010349554
emb_193,0.001034665
emb_125,0.0010337685
emb_103,0.0010331495
emb_118,0.0010319593
emb_248,0.0010306238
emb_286,0.0010299365
labs7d_potassium_std,0.0010292466
ins_UNKNOWN,0.0010285608
emb_37,0.0010233916
emb_12,0.0010215438
emb_205,0.0010212078
emb_296,0.0010206648
emb_35,0.0010201705
emb_290,0.0010171309
emb_167,0.0010164103
emb_177,0.0010158316
emb_82,0.0010120102
emb_282,0.0010116898
emb_360,0.0010101141
emb_55,0.0010093823
emb_217,0.0010065929
emb_299,0.0010056745
emb_201,0.0010045811
emb_145,0.0010001104
emb_30,0.0009963862
dem_race_WHITE,0.0009947929
emb_320,0.0009920347
emb_130,0.0009915243
emb_219,0.0009912071
emb_24,0.0009894014
emb_244,0.0009886242
emb_90,0.0009838095
emb_309,0.0009836002
emb_86,0.0009825616
emb_148,0.000982387
emb_18,0.0009804147
emb_142,0.0009790673
cmb_copd,0.0009784008
emb_354,0.0009776171
emb_369,0.00097597827
labs7d_plt_std,0.0009755065
emb_288,0.0009738194
emb_28,0.0009709941
emb_275,0.0009707324
emb_245,0.0009706422
emb_154,0.0009701836
emb_375,0.0009690525
emb_98,0.0009689763
emb_88,0.0009662504
emb_171,0.0009657097
emb_225,0.00096568227
emb_58,0.00096546556
labs7d_albumin_max,0.0009644784
emb_111,0.0009642205
emb_347,0.0009640236
emb_229,0.0009638583
emb_202,0.00096090866
emb_80,0.0009607703
emb_94,0.0009592944
emb_222,0.00095912773
labs7d_bun_last,0.0009589552
emb_198,0.00095743133
emb_214,0.0009551806
emb_207,0.00095372775
hx30d_diuretics_any,0.00095364655
emb_15,0.00095306465
emb_352,0.00094942277
emb_170,0.00094550545
emb_232,0.00094523263
emb_175,0.00094488583
emb_187,0.0009444817
emb_273,0.000942192
emb_107,0.0009410926
emb_114,0.0009398537
emb_231,0.0009391002
emb_182,0.0009369354
emb_66,0.00093575363
emb_138,0.0009349028
emb_363,0.00093426544
emb_108,0.00093350926
emb_117,0.0009326353
emb_312,0.0009294029
emb_9,0.0009288786
emb_69,0.0009258094
emb_218,0.0009256767
emb_27,0.0009237363
emb_46,0.00092240697
emb_101,0.0009177988
emb_247,0.0009132176
emb_291,0.00091302796
emb_109,0.0009126224
emb_71,0.00091249443
emb_332,0.0009103603
emb_344,0.00090500544
emb_159,0.0009029207
labs7d_potassium_count,0.0009020334
emb_173,0.00090113864
emb_139,0.0008984411
emb_143,0.0008983486
emb_262,0.0008981306
labs7d_bun_mean,0.000893837
emb_29,0.0008900746
emb_212,0.00088775414
emb_185,0.0008826515
emb_289,0.0008756319
emb_204,0.00087417883
emb_339,0.0008741752
emb_358,0.00087321026
emb_38,0.0008659966
emb_206,0.0008648089
labs7d_bicarbonate_last,0.0008640527
labs7d_wbc_std,0.00086299144
emb_269,0.00086259
emb_318,0.00086215534
emb_267,0.00085967494
emb_366,0.00085627305
emb_74,0.00084999605
labs7d_potassium_last,0.0008499837
emb_213,0.0008489421
emb_276,0.00084622245
emb_234,0.0008456727
emb_4,0.00084523147
emb_297,0.0008438032
emb_224,0.00084164133
emb_260,0.00083551294
emb_215,0.000833742
emb_191,0.0008195315
emb_348,0.00081672944
emb_251,0.0008115536
emb_340,0.00080462924
emb_13,0.0008040819
emb_178,0.00079184934
emb_200,0.00078982575
emb_155,0.0007873603
ins_ASSISTANT,0.00077576254
emb_54,0.0007756492
emb_161,0.0007736462
emb_342,0.00077186147
emb_334,0.00076381443
emb_305,0.0007624939
emb_10,0.0007591837
emb_235,0.00075598067
emb_298,0.00073813676
emb_73,0.0007291135
emb_52,0.0006994271
emb_284,0.0006006841
dem_sex_M,0.0
hx31to180d_aminoglycosides_any,0.0
hx31to180d_vasopressors_any,0.0
hx31to180d_mannitol_any,0.0
hx30d_nsaids_any,0.0
hx31to180d_diuretics_any,0.0
dem_race_ASIAN,0.0
hx30d_mannitol_any,0.0
hx31to180d_colloid_bolus_any,0.0
dem_race_HISPANIC,0.0
hx31to180d_mech_vent_any,0.0
hx30d_aminoglycosides_any,0.0
dem_race_UNK,0.0
hx31to180d_nsaids_any,0.0
dem_mar_SEPARATED,0.0
dem_mar_DIVORCED,0.0
hx30d_vasopressors_any,0.0
dem_mar_OTHER,0.0
hx30d_colloid_bolus_any,0.0
